organization,department,year,amount
washington state medical assoc,market strategies,2014,0
washington state medical assoc,market strategies,2015,0
washington state pharmacists assoc,conventions,2002,0
washington state pharmacists assoc,conventions,2003,1200
washington state pharmacists assoc,conventions,2004,1200
washington state pharmacists assoc,conventions,2005,0
washington state pharmacists assoc,conventions,2006,0
washington state pharmacists assoc,conventions,2007,0
washington state pharmacists assoc,conventions,2008,0
washington state pharmacists assoc,conventions,2009,0
washington state pharmacists assoc,conventions,2010,0
washington state pharmacists assoc,conventions,2011,0
washington state pharmacists assoc,conventions,2012,0
washington state pharmacists assoc,conventions,2013,0
washington state pharmacists assoc,conventions,2014,0
washington state pharmacists assoc,conventions,2015,0
washington state pharmacists assoc,lecture program,2002,5000
washington state pharmacists assoc,lecture program,2003,3000
washington state pharmacists assoc,lecture program,2004,0
washington state pharmacists assoc,lecture program,2005,0
washington state pharmacists assoc,lecture program,2006,0
washington state pharmacists assoc,lecture program,2007,0
washington state pharmacists assoc,lecture program,2008,0
washington state pharmacists assoc,lecture program,2009,0
washington state pharmacists assoc,lecture program,2010,0
washington state pharmacists assoc,lecture program,2011,0
washington state pharmacists assoc,lecture program,2012,0
washington state pharmacists assoc,lecture program,2013,0
washington state pharmacists assoc,lecture program,2014,0
washington state pharmacists assoc,lecture program,2015,0
washington state pharmacists assoc,medical ed,2002,1500
washington state pharmacists assoc,medical ed,2003,0
washington state pharmacists assoc,medical ed,2004,0
washington state pharmacists assoc,medical ed,2005,0
washington state pharmacists assoc,medical ed,2006,0
washington state pharmacists assoc,medical ed,2007,0
washington state pharmacists assoc,medical ed,2008,0
washington state pharmacists assoc,medical ed,2009,0
washington state pharmacists assoc,medical ed,2010,0
washington state pharmacists assoc,medical ed,2011,0
washington state pharmacists assoc,medical ed,2012,0
washington state pharmacists assoc,medical ed,2013,0
washington state pharmacists assoc,medical ed,2014,0
washington state pharmacists assoc,medical ed,2015,0
washington state pharmacists assoc,medical liason,2002,35
washington state pharmacists assoc,medical liason,2003,0
washington state pharmacists assoc,medical liason,2004,0
washington state pharmacists assoc,medical liason,2005,0
washington state pharmacists assoc,medical liason,2006,0
washington state pharmacists assoc,medical liason,2007,0
washington state pharmacists assoc,medical liason,2008,0
washington state pharmacists assoc,medical liason,2009,0
washington state pharmacists assoc,medical liason,2010,0
washington state pharmacists assoc,medical liason,2011,0
washington state pharmacists assoc,medical liason,2012,0
washington state pharmacists assoc,medical liason,2013,0
washington state pharmacists assoc,medical liason,2014,0
washington state pharmacists assoc,medical liason,2015,0
washington state pharmacists assoc,sales force,2002,1200
washington state pharmacists assoc,sales force,2003,0
washington state pharmacists assoc,sales force,2004,0
washington state pharmacists assoc,sales force,2005,0
washington state pharmacists assoc,sales force,2006,0
washington state pharmacists assoc,sales force,2007,0
washington state pharmacists assoc,sales force,2008,0
washington state pharmacists assoc,sales force,2009,0
washington state pharmacists assoc,sales force,2010,0
washington state pharmacists assoc,sales force,2011,0
washington state pharmacists assoc,sales force,2012,0
washington state pharmacists assoc,sales force,2013,0
washington state pharmacists assoc,sales force,2014,0
washington state pharmacists assoc,sales force,2015,0
west central florida hospice & palliative nurses assn,medical ed,2002,0
west central florida hospice & palliative nurses assn,medical ed,2003,500
west central florida hospice & palliative nurses assn,medical ed,2004,0
west central florida hospice & palliative nurses assn,medical ed,2005,0
west central florida hospice & palliative nurses assn,medical ed,2006,0
west central florida hospice & palliative nurses assn,medical ed,2007,0
west central florida hospice & palliative nurses assn,medical ed,2008,0
west central florida hospice & palliative nurses assn,medical ed,2009,0
west central florida hospice & palliative nurses assn,medical ed,2010,0
west central florida hospice & palliative nurses assn,medical ed,2011,0
west central florida hospice & palliative nurses assn,medical ed,2012,0
west central florida hospice & palliative nurses assn,medical ed,2013,0
west central florida hospice & palliative nurses assn,medical ed,2014,0
west central florida hospice & palliative nurses assn,medical ed,2015,0
west central minnesota oncology nursing society,conventions,2002,0
west central minnesota oncology nursing society,conventions,2003,500
west central minnesota oncology nursing society,conventions,2004,0
west central minnesota oncology nursing society,conventions,2005,0
west central minnesota oncology nursing society,conventions,2006,0
west central minnesota oncology nursing society,conventions,2007,0
west central minnesota oncology nursing society,conventions,2008,0
west central minnesota oncology nursing society,conventions,2009,0
west central minnesota oncology nursing society,conventions,2010,0
west central minnesota oncology nursing society,conventions,2011,0
west central minnesota oncology nursing society,conventions,2012,0
west central minnesota oncology nursing society,conventions,2013,0
west central minnesota oncology nursing society,conventions,2014,0
west central minnesota oncology nursing society,conventions,2015,0
west central ohio chapter of  the  oncology nursing society,conventions,2002,0
west central ohio chapter of  the  oncology nursing society,conventions,2003,250
west central ohio chapter of  the  oncology nursing society,conventions,2004,0
west central ohio chapter of  the  oncology nursing society,conventions,2005,0
west central ohio chapter of  the  oncology nursing society,conventions,2006,0
west central ohio chapter of  the  oncology nursing society,conventions,2007,0
west central ohio chapter of  the  oncology nursing society,conventions,2008,0
west central ohio chapter of  the  oncology nursing society,conventions,2009,0
west central ohio chapter of  the  oncology nursing society,conventions,2010,0
west central ohio chapter of  the  oncology nursing society,conventions,2011,0
west central ohio chapter of  the  oncology nursing society,conventions,2012,0
west central ohio chapter of  the  oncology nursing society,conventions,2013,0
west central ohio chapter of  the  oncology nursing society,conventions,2014,0
west central ohio chapter of  the  oncology nursing society,conventions,2015,0
west kentucky oncology nursing society,lecture programs,2002,0
west kentucky oncology nursing society,lecture programs,2003,1700
west kentucky oncology nursing society,lecture programs,2004,0
west kentucky oncology nursing society,lecture programs,2005,0
west kentucky oncology nursing society,lecture programs,2006,0
west kentucky oncology nursing society,lecture programs,2007,0
west kentucky oncology nursing society,lecture programs,2008,0
west kentucky oncology nursing society,lecture programs,2009,0
west kentucky oncology nursing society,lecture programs,2010,0
west kentucky oncology nursing society,lecture programs,2011,0
west kentucky oncology nursing society,lecture programs,2012,0
west kentucky oncology nursing society,lecture programs,2013,0
west kentucky oncology nursing society,lecture programs,2014,0
west kentucky oncology nursing society,lecture programs,2015,0
west michigan chronic fatigue,st. gov leg  aff,2002,0
west michigan chronic fatigue,st. gov leg  aff,2003,0
west michigan chronic fatigue,st. gov leg  aff,2004,0
west michigan chronic fatigue,st. gov leg  aff,2005,0
west michigan chronic fatigue,st. gov leg  aff,2006,0
west michigan chronic fatigue,st. gov leg  aff,2007,0
west michigan chronic fatigue,st. gov leg  aff,2008,0
west michigan chronic fatigue,st. gov leg  aff,2009,0
west michigan chronic fatigue,st. gov leg  aff,2010,0
west michigan chronic fatigue,st. gov leg  aff,2011,0
west michigan chronic fatigue,st. gov leg  aff,2012,0
west michigan chronic fatigue,st. gov leg  aff,2013,8500
west michigan chronic fatigue,st. gov leg  aff,2014,10000
west michigan chronic fatigue,st. gov leg  aff,2015,0
west virginia academy of family physicians,conventions,2002,0
west virginia academy of family physicians,conventions,2003,795
west virginia academy of family physicians,conventions,2004,895
west virginia academy of family physicians,conventions,2005,0
west virginia academy of family physicians,conventions,2006,0
west virginia academy of family physicians,conventions,2007,0
west virginia academy of family physicians,conventions,2008,0
west virginia academy of family physicians,conventions,2009,0
west virginia academy of family physicians,conventions,2010,0
west virginia academy of family physicians,conventions,2011,0
west virginia academy of family physicians,conventions,2012,0
west virginia academy of family physicians,conventions,2013,0
west virginia academy of family physicians,conventions,2014,0
west virginia academy of family physicians,conventions,2015,1000
west virginia academy of family physicians,lecture program,2002,0
west virginia academy of family physicians,lecture program,2003,2500
west virginia academy of family physicians,lecture program,2004,0
west virginia academy of family physicians,lecture program,2005,0
west virginia academy of family physicians,lecture program,2006,0
west virginia academy of family physicians,lecture program,2007,0
west virginia academy of family physicians,lecture program,2008,0
west virginia academy of family physicians,lecture program,2009,0
west virginia academy of family physicians,lecture program,2010,0
west virginia academy of family physicians,lecture program,2011,0
west virginia academy of family physicians,lecture program,2012,0
west virginia academy of family physicians,lecture program,2013,0
west virginia academy of family physicians,lecture program,2014,0
west virginia academy of family physicians,lecture program,2015,0
west virginia academy of family physicians,managedcare ff,2002,0
west virginia academy of family physicians,managedcare ff,2003,0
west virginia academy of family physicians,managedcare ff,2004,0
west virginia academy of family physicians,managedcare ff,2005,0
west virginia academy of family physicians,managedcare ff,2006,1500
west virginia academy of family physicians,managedcare ff,2007,0
west virginia academy of family physicians,managedcare ff,2008,0
west virginia academy of family physicians,managedcare ff,2009,0
west virginia academy of family physicians,managedcare ff,2010,0
west virginia academy of family physicians,managedcare ff,2011,0
west virginia academy of family physicians,managedcare ff,2012,0
west virginia academy of family physicians,managedcare ff,2013,0
west virginia academy of family physicians,managedcare ff,2014,0
west virginia academy of family physicians,managedcare ff,2015,0
west virginia academy of family physicians,medical ed,2002,0
west virginia academy of family physicians,medical ed,2003,0
west virginia academy of family physicians,medical ed,2004,0
west virginia academy of family physicians,medical ed,2005,0
west virginia academy of family physicians,medical ed,2006,0
west virginia academy of family physicians,medical ed,2007,0
west virginia academy of family physicians,medical ed,2008,0
west virginia academy of family physicians,medical ed,2009,0
west virginia academy of family physicians,medical ed,2010,0
west virginia academy of family physicians,medical ed,2011,0
west virginia academy of family physicians,medical ed,2012,0
west virginia academy of family physicians,medical ed,2013,3500
west virginia academy of family physicians,medical ed,2014,3500
west virginia academy of family physicians,medical ed,2015,0
west virginia academy of family physicians,st. gov leg  aff,2002,0
west virginia academy of family physicians,st. gov leg  aff,2003,0
west virginia academy of family physicians,st. gov leg  aff,2004,0
west virginia academy of family physicians,st. gov leg  aff,2005,0
west virginia academy of family physicians,st. gov leg  aff,2006,1000
west virginia academy of family physicians,st. gov leg  aff,2007,0
west virginia academy of family physicians,st. gov leg  aff,2008,0
west virginia academy of family physicians,st. gov leg  aff,2009,0
west virginia academy of family physicians,st. gov leg  aff,2010,0
west virginia academy of family physicians,st. gov leg  aff,2011,0
west virginia academy of family physicians,st. gov leg  aff,2012,0
west virginia academy of family physicians,st. gov leg  aff,2013,0
west virginia academy of family physicians,st. gov leg  aff,2014,0
west virginia academy of family physicians,st. gov leg  aff,2015,0
west virginia assoc of physicans assistants,conventions,2002,0
west virginia assoc of physicans assistants,conventions,2003,0
west virginia assoc of physicans assistants,conventions,2004,500
west virginia assoc of physicans assistants,conventions,2005,0
west virginia assoc of physicans assistants,conventions,2006,0
west virginia assoc of physicans assistants,conventions,2007,0
west virginia assoc of physicans assistants,conventions,2008,0
west virginia assoc of physicans assistants,conventions,2009,0
west virginia assoc of physicans assistants,conventions,2010,0
west virginia assoc of physicans assistants,conventions,2011,0
west virginia assoc of physicans assistants,conventions,2012,0
west virginia assoc of physicans assistants,conventions,2013,0
west virginia assoc of physicans assistants,conventions,2014,0
west virginia assoc of physicans assistants,conventions,2015,0
west virginia assoc of physicans assistants,lecture program,2002,0
west virginia assoc of physicans assistants,lecture program,2003,2500
west virginia assoc of physicans assistants,lecture program,2004,0
west virginia assoc of physicans assistants,lecture program,2005,0
west virginia assoc of physicans assistants,lecture program,2006,0
west virginia assoc of physicans assistants,lecture program,2007,0
west virginia assoc of physicans assistants,lecture program,2008,0
west virginia assoc of physicans assistants,lecture program,2009,0
west virginia assoc of physicans assistants,lecture program,2010,0
west virginia assoc of physicans assistants,lecture program,2011,0
west virginia assoc of physicans assistants,lecture program,2012,0
west virginia assoc of physicans assistants,lecture program,2013,0
west virginia assoc of physicans assistants,lecture program,2014,0
west virginia assoc of physicans assistants,lecture program,2015,0
west virginia association of directors of nursing,conventions,2002,300
west virginia association of directors of nursing,conventions,2003,0
west virginia association of directors of nursing,conventions,2004,0
west virginia association of directors of nursing,conventions,2005,0
west virginia association of directors of nursing,conventions,2006,0
west virginia association of directors of nursing,conventions,2007,0
west virginia association of directors of nursing,conventions,2008,0
west virginia association of directors of nursing,conventions,2009,0
west virginia association of directors of nursing,conventions,2010,0
west virginia association of directors of nursing,conventions,2011,0
west virginia association of directors of nursing,conventions,2012,0
west virginia association of directors of nursing,conventions,2013,0
west virginia association of directors of nursing,conventions,2014,0
west virginia association of directors of nursing,conventions,2015,0
west virginia board of pharmacy,analgesic,2002,0
west virginia board of pharmacy,analgesic,2003,0
west virginia board of pharmacy,analgesic,2004,1000
west virginia board of pharmacy,analgesic,2005,0
west virginia board of pharmacy,analgesic,2006,0
west virginia board of pharmacy,analgesic,2007,0
west virginia board of pharmacy,analgesic,2008,0
west virginia board of pharmacy,analgesic,2009,0
west virginia board of pharmacy,analgesic,2010,0
west virginia board of pharmacy,analgesic,2011,0
west virginia board of pharmacy,analgesic,2012,0
west virginia board of pharmacy,analgesic,2013,0
west virginia board of pharmacy,analgesic,2014,0
west virginia board of pharmacy,analgesic,2015,0
west virginia board of pharmacy,general counsel,2002,0
west virginia board of pharmacy,general counsel,2003,0
west virginia board of pharmacy,general counsel,2004,0
west virginia board of pharmacy,general counsel,2005,0
west virginia board of pharmacy,general counsel,2006,0
west virginia board of pharmacy,general counsel,2007,0
west virginia board of pharmacy,general counsel,2008,0
west virginia board of pharmacy,general counsel,2009,0
west virginia board of pharmacy,general counsel,2010,0
west virginia board of pharmacy,general counsel,2011,800
west virginia board of pharmacy,general counsel,2012,1500
west virginia board of pharmacy,general counsel,2013,2400
west virginia board of pharmacy,general counsel,2014,2400
west virginia board of pharmacy,general counsel,2015,0
west virginia pharmacists assoc,conventions,2002,0
west virginia pharmacists assoc,conventions,2003,750
west virginia pharmacists assoc,conventions,2004,0
west virginia pharmacists assoc,conventions,2005,0
west virginia pharmacists assoc,conventions,2006,0
west virginia pharmacists assoc,conventions,2007,0
west virginia pharmacists assoc,conventions,2008,0
west virginia pharmacists assoc,conventions,2009,0
west virginia pharmacists assoc,conventions,2010,0
west virginia pharmacists assoc,conventions,2011,0
west virginia pharmacists assoc,conventions,2012,0
west virginia pharmacists assoc,conventions,2013,0
west virginia pharmacists assoc,conventions,2014,0
west virginia pharmacists assoc,conventions,2015,0
west virginia pharmacists assoc,lecture program,2002,200
west virginia pharmacists assoc,lecture program,2003,0
west virginia pharmacists assoc,lecture program,2004,0
west virginia pharmacists assoc,lecture program,2005,0
west virginia pharmacists assoc,lecture program,2006,0
west virginia pharmacists assoc,lecture program,2007,0
west virginia pharmacists assoc,lecture program,2008,0
west virginia pharmacists assoc,lecture program,2009,0
west virginia pharmacists assoc,lecture program,2010,0
west virginia pharmacists assoc,lecture program,2011,0
west virginia pharmacists assoc,lecture program,2012,0
west virginia pharmacists assoc,lecture program,2013,0
west virginia pharmacists assoc,lecture program,2014,0
west virginia pharmacists assoc,lecture program,2015,0
west virginia society of health system pharmacists,conventions,2002,0
west virginia society of health system pharmacists,conventions,2003,0
west virginia society of health system pharmacists,conventions,2004,0
west virginia society of health system pharmacists,conventions,2005,0
west virginia society of health system pharmacists,conventions,2006,0
west virginia society of health system pharmacists,conventions,2007,500
west virginia society of health system pharmacists,conventions,2008,0
west virginia society of health system pharmacists,conventions,2009,0
west virginia society of health system pharmacists,conventions,2010,0
west virginia society of health system pharmacists,conventions,2011,0
west virginia society of health system pharmacists,conventions,2012,0
west virginia society of health system pharmacists,conventions,2013,0
west virginia society of health system pharmacists,conventions,2014,0
west virginia society of health system pharmacists,conventions,2015,0
west virginia society of health system pharmacists,lecture program,2002,2750
west virginia society of health system pharmacists,lecture program,2003,0
west virginia society of health system pharmacists,lecture program,2004,0
west virginia society of health system pharmacists,lecture program,2005,0
west virginia society of health system pharmacists,lecture program,2006,0
west virginia society of health system pharmacists,lecture program,2007,0
west virginia society of health system pharmacists,lecture program,2008,0
west virginia society of health system pharmacists,lecture program,2009,0
west virginia society of health system pharmacists,lecture program,2010,0
west virginia society of health system pharmacists,lecture program,2011,0
west virginia society of health system pharmacists,lecture program,2012,0
west virginia society of health system pharmacists,lecture program,2013,0
west virginia society of health system pharmacists,lecture program,2014,0
west virginia society of health system pharmacists,lecture program,2015,0
west virginia state health dept west virginia board of medicine,general counsel,2002,0
west virginia state health dept west virginia board of medicine,general counsel,2003,0
west virginia state health dept west virginia board of medicine,general counsel,2004,97.75
west virginia state health dept west virginia board of medicine,general counsel,2005,0
west virginia state health dept west virginia board of medicine,general counsel,2006,0
west virginia state health dept west virginia board of medicine,general counsel,2007,0
west virginia state health dept west virginia board of medicine,general counsel,2008,0
west virginia state health dept west virginia board of medicine,general counsel,2009,0
west virginia state health dept west virginia board of medicine,general counsel,2010,0
west virginia state health dept west virginia board of medicine,general counsel,2011,0
west virginia state health dept west virginia board of medicine,general counsel,2012,0
west virginia state health dept west virginia board of medicine,general counsel,2013,0
west virginia state health dept west virginia board of medicine,general counsel,2014,0
west virginia state health dept west virginia board of medicine,general counsel,2015,0
west virginia state medical association,conventions,2002,0
west virginia state medical association,conventions,2003,0
west virginia state medical association,conventions,2004,0
west virginia state medical association,conventions,2005,0
west virginia state medical association,conventions,2006,0
west virginia state medical association,conventions,2007,0
west virginia state medical association,conventions,2008,0
west virginia state medical association,conventions,2009,0
west virginia state medical association,conventions,2010,0
west virginia state medical association,conventions,2011,0
west virginia state medical association,conventions,2012,1250
west virginia state medical association,conventions,2013,0
west virginia state medical association,conventions,2014,0
west virginia state medical association,conventions,2015,0
west virginia state medical association,managedcare ff,2002,1600
west virginia state medical association,managedcare ff,2003,0
west virginia state medical association,managedcare ff,2004,0
west virginia state medical association,managedcare ff,2005,0
west virginia state medical association,managedcare ff,2006,0
west virginia state medical association,managedcare ff,2007,0
west virginia state medical association,managedcare ff,2008,0
west virginia state medical association,managedcare ff,2009,0
west virginia state medical association,managedcare ff,2010,0
west virginia state medical association,managedcare ff,2011,0
west virginia state medical association,managedcare ff,2012,0
west virginia state medical association,managedcare ff,2013,0
west virginia state medical association,managedcare ff,2014,0
west virginia state medical association,managedcare ff,2015,0
west virginia state medical association,market strategies,2002,0
west virginia state medical association,market strategies,2003,3750
west virginia state medical association,market strategies,2004,0
west virginia state medical association,market strategies,2005,0
west virginia state medical association,market strategies,2006,0
west virginia state medical association,market strategies,2007,0
west virginia state medical association,market strategies,2008,0
west virginia state medical association,market strategies,2009,0
west virginia state medical association,market strategies,2010,0
west virginia state medical association,market strategies,2011,0
west virginia state medical association,market strategies,2012,0
west virginia state medical association,market strategies,2013,0
west virginia state medical association,market strategies,2014,0
west virginia state medical association,market strategies,2015,0
western massachusetts chapter of the oncology nursin,lecture program,2002,250
western massachusetts chapter of the oncology nursin,lecture program,2003,0
western massachusetts chapter of the oncology nursin,lecture program,2004,0
western massachusetts chapter of the oncology nursin,lecture program,2005,0
western massachusetts chapter of the oncology nursin,lecture program,2006,0
western massachusetts chapter of the oncology nursin,lecture program,2007,0
western massachusetts chapter of the oncology nursin,lecture program,2008,0
western massachusetts chapter of the oncology nursin,lecture program,2009,0
western massachusetts chapter of the oncology nursin,lecture program,2010,0
western massachusetts chapter of the oncology nursin,lecture program,2011,0
western massachusetts chapter of the oncology nursin,lecture program,2012,0
western massachusetts chapter of the oncology nursin,lecture program,2013,0
western massachusetts chapter of the oncology nursin,lecture program,2014,0
western massachusetts chapter of the oncology nursin,lecture program,2015,0
western michigan society of health system pharmacists,lecture program,2002,0
western michigan society of health system pharmacists,lecture program,2003,2000
western michigan society of health system pharmacists,lecture program,2004,0
western michigan society of health system pharmacists,lecture program,2005,0
western michigan society of health system pharmacists,lecture program,2006,0
western michigan society of health system pharmacists,lecture program,2007,0
western michigan society of health system pharmacists,lecture program,2008,0
western michigan society of health system pharmacists,lecture program,2009,0
western michigan society of health system pharmacists,lecture program,2010,0
western michigan society of health system pharmacists,lecture program,2011,0
western michigan society of health system pharmacists,lecture program,2012,0
western michigan society of health system pharmacists,lecture program,2013,0
western michigan society of health system pharmacists,lecture program,2014,0
western michigan society of health system pharmacists,lecture program,2015,0
western new york oncology nursing society,conventions,2002,0
western new york oncology nursing society,conventions,2003,250
western new york oncology nursing society,conventions,2004,0
western new york oncology nursing society,conventions,2005,0
western new york oncology nursing society,conventions,2006,0
western new york oncology nursing society,conventions,2007,0
western new york oncology nursing society,conventions,2008,0
western new york oncology nursing society,conventions,2009,0
western new york oncology nursing society,conventions,2010,0
western new york oncology nursing society,conventions,2011,0
western new york oncology nursing society,conventions,2012,0
western new york oncology nursing society,conventions,2013,0
western new york oncology nursing society,conventions,2014,0
western new york oncology nursing society,conventions,2015,0
western new york physician assistant assoc,conventions,2002,0
western new york physician assistant assoc,conventions,2003,0
western new york physician assistant assoc,conventions,2004,0
western new york physician assistant assoc,conventions,2005,0
western new york physician assistant assoc,conventions,2006,0
western new york physician assistant assoc,conventions,2007,0
western new york physician assistant assoc,conventions,2008,0
western new york physician assistant assoc,conventions,2009,300
western new york physician assistant assoc,conventions,2010,325
western new york physician assistant assoc,conventions,2011,0
western new york physician assistant assoc,conventions,2012,0
western new york physician assistant assoc,conventions,2013,0
western new york physician assistant assoc,conventions,2014,0
western new york physician assistant assoc,conventions,2015,0
western pain society,medical ed,2002,0
western pain society,medical ed,2003,0
western pain society,medical ed,2004,0
western pain society,medical ed,2005,0
western pain society,medical ed,2006,0
western pain society,medical ed,2007,0
western pain society,medical ed,2008,15000
western pain society,medical ed,2009,15000
western pain society,medical ed,2010,15000
western pain society,medical ed,2011,15000
western pain society,medical ed,2012,15000
western pain society,medical ed,2013,15000
western pain society,medical ed,2014,0
western pain society,medical ed,2015,0
western pain society,st. gov leg  aff,2002,0
western pain society,st. gov leg  aff,2003,0
western pain society,st. gov leg  aff,2004,0
western pain society,st. gov leg  aff,2005,0
western pain society,st. gov leg  aff,2006,0
western pain society,st. gov leg  aff,2007,2500
western pain society,st. gov leg  aff,2008,0
western pain society,st. gov leg  aff,2009,7500
western pain society,st. gov leg  aff,2010,0
western pain society,st. gov leg  aff,2011,0
western pain society,st. gov leg  aff,2012,0
western pain society,st. gov leg  aff,2013,0
western pain society,st. gov leg  aff,2014,0
western pain society,st. gov leg  aff,2015,0
wisconsin academy of family physicians,lecture program,2002,5000
wisconsin academy of family physicians,lecture program,2003,1500
wisconsin academy of family physicians,lecture program,2004,0
wisconsin academy of family physicians,lecture program,2005,0
wisconsin academy of family physicians,lecture program,2006,0
wisconsin academy of family physicians,lecture program,2007,0
wisconsin academy of family physicians,lecture program,2008,0
wisconsin academy of family physicians,lecture program,2009,0
wisconsin academy of family physicians,lecture program,2010,0
wisconsin academy of family physicians,lecture program,2011,0
wisconsin academy of family physicians,lecture program,2012,0
wisconsin academy of family physicians,lecture program,2013,0
wisconsin academy of family physicians,lecture program,2014,0
wisconsin academy of family physicians,lecture program,2015,0
wisconsin academy of physician assistants,conventions,2002,0
wisconsin academy of physician assistants,conventions,2003,1425
wisconsin academy of physician assistants,conventions,2004,0
wisconsin academy of physician assistants,conventions,2005,0
wisconsin academy of physician assistants,conventions,2006,0
wisconsin academy of physician assistants,conventions,2007,0
wisconsin academy of physician assistants,conventions,2008,0
wisconsin academy of physician assistants,conventions,2009,0
wisconsin academy of physician assistants,conventions,2010,0
wisconsin academy of physician assistants,conventions,2011,0
wisconsin academy of physician assistants,conventions,2012,0
wisconsin academy of physician assistants,conventions,2013,1500
wisconsin academy of physician assistants,conventions,2014,750
wisconsin academy of physician assistants,conventions,2015,750
wisconsin academy of physician assistants,sales force,2002,400
wisconsin academy of physician assistants,sales force,2003,0
wisconsin academy of physician assistants,sales force,2004,0
wisconsin academy of physician assistants,sales force,2005,0
wisconsin academy of physician assistants,sales force,2006,0
wisconsin academy of physician assistants,sales force,2007,0
wisconsin academy of physician assistants,sales force,2008,0
wisconsin academy of physician assistants,sales force,2009,0
wisconsin academy of physician assistants,sales force,2010,0
wisconsin academy of physician assistants,sales force,2011,0
wisconsin academy of physician assistants,sales force,2012,0
wisconsin academy of physician assistants,sales force,2013,0
wisconsin academy of physician assistants,sales force,2014,0
wisconsin academy of physician assistants,sales force,2015,0
wisconsin association of medical directors,conventions,2002,0
wisconsin association of medical directors,conventions,2003,0
wisconsin association of medical directors,conventions,2004,0
wisconsin association of medical directors,conventions,2005,0
wisconsin association of medical directors,conventions,2006,0
wisconsin association of medical directors,conventions,2007,0
wisconsin association of medical directors,conventions,2008,0
wisconsin association of medical directors,conventions,2009,0
wisconsin association of medical directors,conventions,2010,0
wisconsin association of medical directors,conventions,2011,0
wisconsin association of medical directors,conventions,2012,0
wisconsin association of medical directors,conventions,2013,500
wisconsin association of medical directors,conventions,2014,0
wisconsin association of medical directors,conventions,2015,0
wisconsin association of medical directors,lecture program,2002,300
wisconsin association of medical directors,lecture program,2003,0
wisconsin association of medical directors,lecture program,2004,0
wisconsin association of medical directors,lecture program,2005,0
wisconsin association of medical directors,lecture program,2006,0
wisconsin association of medical directors,lecture program,2007,0
wisconsin association of medical directors,lecture program,2008,0
wisconsin association of medical directors,lecture program,2009,0
wisconsin association of medical directors,lecture program,2010,0
wisconsin association of medical directors,lecture program,2011,0
wisconsin association of medical directors,lecture program,2012,0
wisconsin association of medical directors,lecture program,2013,0
wisconsin association of medical directors,lecture program,2014,0
wisconsin association of medical directors,lecture program,2015,0
wisconsin association of medical directors,managedcare ff,2002,0
wisconsin association of medical directors,managedcare ff,2003,350
wisconsin association of medical directors,managedcare ff,2004,0
wisconsin association of medical directors,managedcare ff,2005,0
wisconsin association of medical directors,managedcare ff,2006,0
wisconsin association of medical directors,managedcare ff,2007,0
wisconsin association of medical directors,managedcare ff,2008,0
wisconsin association of medical directors,managedcare ff,2009,0
wisconsin association of medical directors,managedcare ff,2010,0
wisconsin association of medical directors,managedcare ff,2011,0
wisconsin association of medical directors,managedcare ff,2012,0
wisconsin association of medical directors,managedcare ff,2013,0
wisconsin association of medical directors,managedcare ff,2014,0
wisconsin association of medical directors,managedcare ff,2015,0
wisconsin association of nurse anesthetists,conventions,2002,0
wisconsin association of nurse anesthetists,conventions,2003,300
wisconsin association of nurse anesthetists,conventions,2004,0
wisconsin association of nurse anesthetists,conventions,2005,0
wisconsin association of nurse anesthetists,conventions,2006,0
wisconsin association of nurse anesthetists,conventions,2007,0
wisconsin association of nurse anesthetists,conventions,2008,0
wisconsin association of nurse anesthetists,conventions,2009,0
wisconsin association of nurse anesthetists,conventions,2010,0
wisconsin association of nurse anesthetists,conventions,2011,0
wisconsin association of nurse anesthetists,conventions,2012,0
wisconsin association of nurse anesthetists,conventions,2013,0
wisconsin association of nurse anesthetists,conventions,2014,0
wisconsin association of nurse anesthetists,conventions,2015,0
wisconsin association of nurse anesthetists,lecture program,2002,300
wisconsin association of nurse anesthetists,lecture program,2003,0
wisconsin association of nurse anesthetists,lecture program,2004,0
wisconsin association of nurse anesthetists,lecture program,2005,0
wisconsin association of nurse anesthetists,lecture program,2006,0
wisconsin association of nurse anesthetists,lecture program,2007,0
wisconsin association of nurse anesthetists,lecture program,2008,0
wisconsin association of nurse anesthetists,lecture program,2009,0
wisconsin association of nurse anesthetists,lecture program,2010,0
wisconsin association of nurse anesthetists,lecture program,2011,0
wisconsin association of nurse anesthetists,lecture program,2012,0
wisconsin association of nurse anesthetists,lecture program,2013,0
wisconsin association of nurse anesthetists,lecture program,2014,0
wisconsin association of nurse anesthetists,lecture program,2015,0
wisconsin nurses association,conventions,2002,0
wisconsin nurses association,conventions,2003,400
wisconsin nurses association,conventions,2004,0
wisconsin nurses association,conventions,2005,0
wisconsin nurses association,conventions,2006,0
wisconsin nurses association,conventions,2007,0
wisconsin nurses association,conventions,2008,0
wisconsin nurses association,conventions,2009,0
wisconsin nurses association,conventions,2010,0
wisconsin nurses association,conventions,2011,0
wisconsin nurses association,conventions,2012,0
wisconsin nurses association,conventions,2013,450
wisconsin nurses association,conventions,2014,400
wisconsin nurses association,conventions,2015,0
wisconsin society of anesthesiologist,medical ed,2002,250
wisconsin society of anesthesiologist,medical ed,2003,0
wisconsin society of anesthesiologist,medical ed,2004,0
wisconsin society of anesthesiologist,medical ed,2005,0
wisconsin society of anesthesiologist,medical ed,2006,0
wisconsin society of anesthesiologist,medical ed,2007,0
wisconsin society of anesthesiologist,medical ed,2008,0
